,Year,fema_declaration_string,disaster_number,state,declaration_type,declaration_date,incident_type,declaration_title,ih_program_declared,ia_program_declared,pa_program_declared,hm_program_declared,incident_begin_date,incident_end_date,disaster_closeout_date,fips,place_code,designated_area,declaration_request_number,last_ia_filing_date,hash,last_refresh,id,Death toll,Damage costUS$,Main article,Location,Notes
35488,2008,EM-3294-TX,3294.0,TX,EM,2008-09-10T00:00:00Z,Hurricane,Hurricane Ike,0.0,0.0,1.0,0.0,2008-09-07T17:00:00Z,2008-09-26T00:00:00Z,2015-05-27T00:00:00Z,48037.0,99037.0,Bowie (County),8146.0,,7c57bbedf4bf50b89d21ff6311498465499cc1d9,2022-04-26T19:01:58Z,60c3b858a0ee349d710a2c83,,,,,
35487,2008,EM-3294-TX,3294.0,TX,EM,2008-09-10T00:00:00Z,Hurricane,Hurricane Ike,0.0,0.0,1.0,0.0,2008-09-07T17:00:00Z,2008-09-26T00:00:00Z,2015-05-27T00:00:00Z,48067.0,99067.0,Cass (County),8146.0,,2092bd87abbf13011866f697ed3209a32e86d2c2,2022-04-26T19:01:58Z,60c3b858a0ee349d710a2cb1,,,,,
35486,2008,EM-3294-TX,3294.0,TX,EM,2008-09-10T00:00:00Z,Hurricane,Hurricane Ike,0.0,0.0,1.0,0.0,2008-09-07T17:00:00Z,2008-09-26T00:00:00Z,2015-05-27T00:00:00Z,48061.0,99061.0,Cameron (County),8146.0,,d9328d867ca42b89b8619b79b187bc8dfe5154a3,2022-04-26T19:01:58Z,60c3b858a0ee349d710a2ca8,,,,,
35485,2008,EM-3294-TX,3294.0,TX,EM,2008-09-10T00:00:00Z,Hurricane,Hurricane Ike,0.0,0.0,1.0,0.0,2008-09-07T17:00:00Z,2008-09-26T00:00:00Z,2015-05-27T00:00:00Z,48009.0,99009.0,Archer (County),8146.0,,b9787ca49a1e90bc0c055c9432ad517798b8569b,2022-04-26T19:01:58Z,60c3b858a0ee349d710a2c73,,,,,
35540,2008,EM-3294-TX,3294.0,TX,EM,2008-09-10T00:00:00Z,Hurricane,Hurricane Ike,0.0,0.0,1.0,0.0,2008-09-07T17:00:00Z,2008-09-26T00:00:00Z,2015-05-27T00:00:00Z,48403.0,99403.0,Sabine (County),8146.0,,b05dead749cbee0f967089ab11113d00b9154d0b,2022-04-26T19:01:58Z,60c3b858a0ee349d710a2d86,,,,,
35541,2008,EM-3294-TX,3294.0,TX,EM,2008-09-10T00:00:00Z,Hurricane,Hurricane Ike,0.0,0.0,1.0,0.0,2008-09-07T17:00:00Z,2008-09-26T00:00:00Z,2015-05-27T00:00:00Z,48405.0,99405.0,San Augustine (County),8146.0,,24d5b6832f8f8bfff412b944ff32493cffebb299,2022-04-26T19:01:58Z,60c3b858a0ee349d710a2d9d,,,,,
35542,2008,EM-3294-TX,3294.0,TX,EM,2008-09-10T00:00:00Z,Hurricane,Hurricane Ike,0.0,0.0,1.0,0.0,2008-09-07T17:00:00Z,2008-09-26T00:00:00Z,2015-05-27T00:00:00Z,48449.0,99449.0,Titus (County),8146.0,,c8ef4357b2ffb91ff9c91d030aa6581aa621d275,2022-04-26T19:01:58Z,60c3b858a0ee349d710a2da5,,,,,
35598,2008,DR-1791-TX,1791.0,TX,DR,2008-09-13T13:30:00Z,Hurricane,Hurricane Ike,0.0,0.0,1.0,1.0,2008-09-07T17:00:00Z,2008-10-02T00:00:00Z,,48481.0,99481.0,Wharton (County),8147.0,2009-02-20T00:00:00Z,2118c66ff839c6dc2abaccdbe3f4b192fe81b366,2022-04-26T19:02:23Z,60c3b848a0ee349d71090be0,,,,,
35596,2008,DR-1791-TX,1791.0,TX,DR,2008-09-13T13:30:00Z,Hurricane,Hurricane Ike,1.0,1.0,1.0,1.0,2008-09-07T17:00:00Z,2008-10-02T00:00:00Z,,48291.0,99291.0,Liberty (County),8147.0,2009-02-20T00:00:00Z,c1d338e2a74f7b1c4b30030ae9ffc87a54c81aba,2022-04-26T19:02:23Z,60c3b848a0ee349d71090c39,,,,,
35595,2008,DR-1791-TX,1791.0,TX,DR,2008-09-13T13:30:00Z,Hurricane,Hurricane Ike,1.0,1.0,1.0,1.0,2008-09-07T17:00:00Z,2008-10-02T00:00:00Z,,48245.0,99245.0,Jefferson (County),8147.0,2009-02-20T00:00:00Z,ca64925b3b35296f24b5d3d53eb7e5896e979eb8,2022-04-26T19:02:23Z,60c3b848a0ee349d71090c36,,,,,
35594,2008,DR-1791-TX,1791.0,TX,DR,2008-09-13T13:30:00Z,Hurricane,Hurricane Ike,1.0,1.0,1.0,1.0,2008-09-07T17:00:00Z,2008-10-02T00:00:00Z,,48201.0,99201.0,Harris (County),8147.0,2009-02-20T00:00:00Z,695af01e7d8148aaf7d159a2d6b8af4e2e12753c,2022-04-26T19:02:23Z,60c3b848a0ee349d71090c1e,,,,,
35593,2008,DR-1791-TX,1791.0,TX,DR,2008-09-13T13:30:00Z,Hurricane,Hurricane Ike,1.0,1.0,1.0,1.0,2008-09-07T17:00:00Z,2008-10-02T00:00:00Z,,48071.0,99071.0,Chambers (County),8147.0,2009-02-20T00:00:00Z,fa3d411cb152acf90f9c7127c96a5dd7c4a57047,2022-04-26T19:02:23Z,60c3b848a0ee349d71090c00,,,,,
35592,2008,DR-1791-TX,1791.0,TX,DR,2008-09-13T13:30:00Z,Hurricane,Hurricane Ike,1.0,1.0,1.0,1.0,2008-09-07T17:00:00Z,2008-10-02T00:00:00Z,,48015.0,99015.0,Austin (County),8147.0,2009-02-20T00:00:00Z,3387fa89931d1965bee1fbbf416bd0fed98fc5b9,2022-04-26T19:02:23Z,60c3b848a0ee349d71090bf7,,,,,
35591,2008,DR-1791-TX,1791.0,TX,DR,2008-09-13T13:30:00Z,Hurricane,Hurricane Ike,1.0,1.0,1.0,1.0,2008-09-07T17:00:00Z,2008-10-02T00:00:00Z,,48361.0,99361.0,Orange (County),8147.0,2009-02-20T00:00:00Z,e4652f6de40d1b020ee6e303687d7ef12f678c88,2022-04-26T19:02:23Z,60c3b848a0ee349d71090c55,,,,,
35590,2008,DR-1791-TX,1791.0,TX,DR,2008-09-13T13:30:00Z,Hurricane,Hurricane Ike,1.0,1.0,1.0,1.0,2008-09-07T17:00:00Z,2008-10-02T00:00:00Z,,48203.0,99203.0,Harrison (County),8147.0,2009-02-20T00:00:00Z,08c723a8d5d7ac69060bb8bf1cdfd5b0ac7425a5,2022-04-26T19:02:23Z,60c3b848a0ee349d71090c27,,,,,
35589,2008,DR-1791-TX,1791.0,TX,DR,2008-09-13T13:30:00Z,Hurricane,Hurricane Ike,0.0,0.0,1.0,1.0,2008-09-07T17:00:00Z,2008-10-02T00:00:00Z,,48365.0,99365.0,Panola (County),8147.0,2009-02-20T00:00:00Z,f6a66dd2706f672973d15b834bf5225c7e6d10a1,2022-04-26T19:02:23Z,60c3b848a0ee349d71090bcf,,,,,
35588,2008,DR-1791-TX,1791.0,TX,DR,2008-09-13T13:30:00Z,Hurricane,Hurricane Ike,0.0,0.0,1.0,1.0,2008-09-07T17:00:00Z,2008-10-02T00:00:00Z,,48409.0,99409.0,San Patricio (County),8147.0,2009-02-20T00:00:00Z,6972c13e4df800827259abb69775627c573ca166,2022-04-26T19:02:23Z,60c3b848a0ee349d71090bd6,,,,,
35587,2008,DR-1791-TX,1791.0,TX,DR,2008-09-13T13:30:00Z,Hurricane,Hurricane Ike,0.0,0.0,1.0,1.0,2008-09-07T17:00:00Z,2008-10-02T00:00:00Z,,48331.0,99331.0,Milam (County),8147.0,2009-02-20T00:00:00Z,6a0930bbed6e95c916d709c91dfd98155b1166a3,2022-04-26T19:02:23Z,60c3b848a0ee349d71090bb8,,,,,
35586,2008,DR-1791-TX,1791.0,TX,DR,2008-09-13T13:30:00Z,Hurricane,Hurricane Ike,0.0,0.0,1.0,1.0,2008-09-07T17:00:00Z,2008-10-02T00:00:00Z,,48395.0,99395.0,Robertson (County),8147.0,2009-02-20T00:00:00Z,8b53eaecfb30d4853c2dd989f53655a67fd1eb7a,2022-04-26T19:02:23Z,60c3b848a0ee349d71090bd2,,,,,
35585,2008,DR-1791-TX,1791.0,TX,DR,2008-09-13T13:30:00Z,Hurricane,Hurricane Ike,0.0,0.0,1.0,1.0,2008-09-07T17:00:00Z,2008-10-02T00:00:00Z,,48355.0,99355.0,Nueces (County),8147.0,2009-02-20T00:00:00Z,fb6c1b35a566b2b37529b07f63938ad3dbfb2ff3,2022-04-26T19:02:23Z,60c3b848a0ee349d71090bc4,,,,,
35584,2008,DR-1791-TX,1791.0,TX,DR,2008-09-13T13:30:00Z,Hurricane,Hurricane Ike,0.0,0.0,1.0,1.0,2008-09-07T17:00:00Z,2008-10-02T00:00:00Z,,48343.0,99343.0,Morris (County),8147.0,2009-02-20T00:00:00Z,3f8111b9808d9a791bc3ec09084a8fcac190b2c0,2022-04-26T19:02:23Z,60c3b848a0ee349d71090bc1,,,,,
35583,2008,DR-1791-TX,1791.0,TX,DR,2008-09-13T13:30:00Z,Hurricane,Hurricane Ike,0.0,0.0,1.0,1.0,2008-09-07T17:00:00Z,2008-10-02T00:00:00Z,,48315.0,99315.0,Marion (County),8147.0,2009-02-20T00:00:00Z,1e75377b5abb9f03ed9bdf6cf2cc0e3870858096,2022-04-26T19:02:23Z,60c3b848a0ee349d71090ba9,,,,,
35582,2008,DR-1791-TX,1791.0,TX,DR,2008-09-13T13:30:00Z,Hurricane,Hurricane Ike,0.0,0.0,1.0,1.0,2008-09-07T17:00:00Z,2008-10-02T00:00:00Z,,48289.0,99289.0,Leon (County),8147.0,2009-02-20T00:00:00Z,612f00eb36248cfa678ea2936882e898dcc89fbe,2022-04-26T19:02:23Z,60c3b848a0ee349d71090ba0,,,,,
35597,2008,DR-1791-TX,1791.0,TX,DR,2008-09-13T13:30:00Z,Hurricane,Hurricane Ike,1.0,1.0,1.0,1.0,2008-09-07T17:00:00Z,2008-10-02T00:00:00Z,,48241.0,99241.0,Jasper (County),8147.0,2009-02-20T00:00:00Z,a1c9b0644b428df012eb81bc292def656c6c59b5,2022-04-26T19:02:23Z,60c3b848a0ee349d71090c31,,,,,
35599,2008,DR-1791-TX,1791.0,TX,DR,2008-09-13T13:30:00Z,Hurricane,Hurricane Ike,1.0,1.0,1.0,1.0,2008-09-07T17:00:00Z,2008-10-02T00:00:00Z,,48073.0,99073.0,Cherokee (County),8147.0,2009-02-20T00:00:00Z,3b2cccca5f4f36ceab203fb9534a1757a3e39cd2,2022-04-26T19:02:23Z,60c3b848a0ee349d71090c03,,,,,
35580,2008,DR-1791-TX,1791.0,TX,DR,2008-09-13T13:30:00Z,Hurricane,Hurricane Ike,0.0,0.0,1.0,1.0,2008-09-07T17:00:00Z,2008-10-02T00:00:00Z,,48037.0,99037.0,Bowie (County),8147.0,2009-02-20T00:00:00Z,9bf845cfe84697dd3a5dafd7d01260e918f9c20c,2022-04-26T19:02:23Z,60c3b848a0ee349d71090b8a,,,,,
35600,2008,DR-1791-TX,1791.0,TX,DR,2008-09-13T13:30:00Z,Hurricane,Hurricane Ike,1.0,1.0,1.0,1.0,2008-09-07T17:00:00Z,2008-10-02T00:00:00Z,,48185.0,99185.0,Grimes (County),8147.0,2009-02-20T00:00:00Z,98642912c39a372469b8b3dd30daea3a3ea66b88,2022-04-26T19:02:23Z,60c3b848a0ee349d71090c13,,,,,
35615,2008,DR-1791-TX,1791.0,TX,DR,2008-09-13T13:30:00Z,Hurricane,Hurricane Ike,1.0,1.0,1.0,1.0,2008-09-07T17:00:00Z,2008-10-02T00:00:00Z,,48373.0,99373.0,Polk (County),8147.0,2009-02-20T00:00:00Z,6d394dff781a7058bf68caba8a2b5d86a52e0a16,2022-04-26T19:02:23Z,60c3b848a0ee349d71090c6e,,,,,
35614,2008,DR-1791-TX,1791.0,TX,DR,2008-09-13T13:30:00Z,Hurricane,Hurricane Ike,1.0,1.0,1.0,1.0,2008-09-07T17:00:00Z,2008-10-02T00:00:00Z,,48183.0,99183.0,Gregg (County),8147.0,2009-02-20T00:00:00Z,81496cd477ab99952daa179b819a960da57acdbf,2022-04-26T19:02:23Z,60c3b848a0ee349d71090c0f,,,,,
35613,2008,DR-1791-TX,1791.0,TX,DR,2008-09-13T13:30:00Z,Hurricane,Hurricane Ike,1.0,1.0,1.0,1.0,2008-09-07T17:00:00Z,2008-10-02T00:00:00Z,,48157.0,99157.0,Fort Bend (County),8147.0,2009-02-20T00:00:00Z,641e4ef9d019f015b80e23c1f9431f4d189f96cb,2022-04-26T19:02:23Z,60c3b848a0ee349d71090c05,,,,,
35612,2008,DR-1791-TX,1791.0,TX,DR,2008-09-13T13:30:00Z,Hurricane,Hurricane Ike,1.0,1.0,0.0,1.0,2008-09-07T17:00:00Z,2008-10-02T00:00:00Z,,48423.0,99423.0,Smith (County),8147.0,2009-02-20T00:00:00Z,00072f0e5fdfcce64edb48a6cab2d96cfbbe9edf,2022-04-26T19:02:23Z,60c3b848a0ee349d71090bec,,,,,
35611,2008,DR-1791-TX,1791.0,TX,DR,2008-09-13T13:30:00Z,Hurricane,Hurricane Ike,1.0,1.0,1.0,1.0,2008-09-07T17:00:00Z,2008-10-02T00:00:00Z,,48321.0,99321.0,Matagorda (County),8147.0,2009-02-20T00:00:00Z,250a2f779a46c60f73fe3598780c7fc0ba814a71,2022-04-26T19:02:23Z,60c3b848a0ee349d71090c40,,,,,
35610,2008,DR-1791-TX,1791.0,TX,DR,2008-09-13T13:30:00Z,Hurricane,Hurricane Ike,1.0,1.0,1.0,1.0,2008-09-07T17:00:00Z,2008-10-02T00:00:00Z,,48347.0,99347.0,Nacogdoches (County),8147.0,2009-02-20T00:00:00Z,4a6ea5c6a65faa17ba723a7345765bf25f7cd4af,2022-04-26T19:02:23Z,60c3b848a0ee349d71090c4b,,,,,
35609,2008,DR-1791-TX,1791.0,TX,DR,2008-09-13T13:30:00Z,Hurricane,Hurricane Ike,1.0,1.0,1.0,1.0,2008-09-07T17:00:00Z,2008-10-02T00:00:00Z,,48339.0,99339.0,Montgomery (County),8147.0,2009-02-20T00:00:00Z,a08f76a4996f79247e8790fb1ca527842668a3c0,2022-04-26T19:02:23Z,60c3b848a0ee349d71090c44,,,,,
35608,2008,DR-1791-TX,1791.0,TX,DR,2008-09-13T13:30:00Z,Hurricane,Hurricane Ike,1.0,1.0,1.0,1.0,2008-09-07T17:00:00Z,2008-10-02T00:00:00Z,,48039.0,99039.0,Brazoria (County),8147.0,2009-02-20T00:00:00Z,f49d9af1c2eb7c442570d490187e3132b9b59075,2022-04-26T19:02:23Z,60c3b848a0ee349d71090bfd,,,,,
35607,2008,DR-1791-TX,1791.0,TX,DR,2008-09-13T13:30:00Z,Hurricane,Hurricane Ike,1.0,1.0,1.0,1.0,2008-09-07T17:00:00Z,2008-10-02T00:00:00Z,,48005.0,99005.0,Angelina (County),8147.0,2009-02-20T00:00:00Z,c8cd7f8726f5dc04c9e91aaa851c90cf4c203408,2022-04-26T19:02:23Z,60c3b848a0ee349d71090bf4,,,,,
35606,2008,DR-1791-TX,1791.0,TX,DR,2008-09-13T13:30:00Z,Hurricane,Hurricane Ike,1.0,1.0,1.0,1.0,2008-09-07T17:00:00Z,2008-10-02T00:00:00Z,,48351.0,99351.0,Newton (County),8147.0,2009-02-20T00:00:00Z,ac775a87f96fc008c7cd092807d8287000ab5213,2022-04-26T19:02:23Z,60c3b848a0ee349d71090c4d,,,,,
35605,2008,DR-1791-TX,1791.0,TX,DR,2008-09-13T13:30:00Z,Hurricane,Hurricane Ike,1.0,1.0,1.0,1.0,2008-09-07T17:00:00Z,2008-10-02T00:00:00Z,,48225.0,99225.0,Houston (County),8147.0,2009-02-20T00:00:00Z,49f578c958e02cd326424120710c7396f21081de,2022-04-26T19:02:23Z,60c3b848a0ee349d71090c2d,,,,,
35604,2008,DR-1791-TX,1791.0,TX,DR,2008-09-13T13:30:00Z,Hurricane,Hurricane Ike,1.0,1.0,1.0,1.0,2008-09-07T17:00:00Z,2008-10-02T00:00:00Z,,48167.0,99167.0,Galveston (County),8147.0,2009-02-20T00:00:00Z,e16e7806adec834d95b9a891b16af72b0b9fddb6,2022-04-26T19:02:23Z,60c3b848a0ee349d71090c0c,,,,,
35603,2008,DR-1791-TX,1791.0,TX,DR,2008-09-13T13:30:00Z,Hurricane,Hurricane Ike,0.0,0.0,1.0,1.0,2008-09-07T17:00:00Z,2008-10-02T00:00:00Z,,48459.0,99459.0,Upshur (County),8147.0,2009-02-20T00:00:00Z,e1fecc5867897c40bfa99663d9b5b3addbfc609e,2022-04-26T19:02:23Z,60c3b848a0ee349d71090bdc,,,,,
35602,2008,DR-1791-TX,1791.0,TX,DR,2008-09-13T13:30:00Z,Hurricane,Hurricane Ike,1.0,1.0,1.0,1.0,2008-09-07T17:00:00Z,2008-10-02T00:00:00Z,,48313.0,99313.0,Madison (County),8147.0,2009-02-20T00:00:00Z,38bdaa362a0be71fdce3833bd8df9d5cbc6c1fe4,2022-04-26T19:02:23Z,60c3b848a0ee349d71090c3f,,,,,
35601,2008,DR-1791-TX,1791.0,TX,DR,2008-09-13T13:30:00Z,Hurricane,Hurricane Ike,1.0,1.0,1.0,1.0,2008-09-07T17:00:00Z,2008-10-02T00:00:00Z,,48199.0,99199.0,Hardin (County),8147.0,2009-02-20T00:00:00Z,5990544ede53c2d6fafd024df560e14bcbb6c837,2022-04-26T19:02:23Z,60c3b848a0ee349d71090c1a,,,,,
35581,2008,DR-1791-TX,1791.0,TX,DR,2008-09-13T13:30:00Z,Hurricane,Hurricane Ike,0.0,0.0,1.0,1.0,2008-09-07T17:00:00Z,2008-10-02T00:00:00Z,,48067.0,99067.0,Cass (County),8147.0,2009-02-20T00:00:00Z,8c3b0cc711cc0b70c15bc912b978a52598a50ba7,2022-04-26T19:02:23Z,60c3b848a0ee349d71090b9e,,,,,
35579,2008,DR-1791-TX,1791.0,TX,DR,2008-09-13T13:30:00Z,Hurricane,Hurricane Ike,0.0,0.0,1.0,1.0,2008-09-07T17:00:00Z,2008-10-02T00:00:00Z,,48051.0,99051.0,Burleson (County),8147.0,2009-02-20T00:00:00Z,9d67e8b9c9d698eda3b8354caa83250f99dba2f0,2022-04-26T19:02:23Z,60c3b848a0ee349d71090b93,,,,,
35543,2008,EM-3294-TX,3294.0,TX,EM,2008-09-10T00:00:00Z,Hurricane,Hurricane Ike,0.0,0.0,1.0,0.0,2008-09-07T17:00:00Z,2008-09-26T00:00:00Z,2015-05-27T00:00:00Z,48423.0,99423.0,Smith (County),8146.0,,bb27bf26d11b634cbda4046ee8a2461209e95060,2022-04-26T19:01:58Z,60c3b858a0ee349d710a2da3,,,,,
35560,2008,EM-3294-TX,3294.0,TX,EM,2008-09-10T00:00:00Z,Hurricane,Hurricane Ike,0.0,0.0,1.0,0.0,2008-09-07T17:00:00Z,2008-09-26T00:00:00Z,2015-05-27T00:00:00Z,48467.0,99467.0,Van Zandt (County),8146.0,,aeefeb67b0b7b029df559672dfe2b280a51c5ac4,2022-04-26T19:01:58Z,60c3b858a0ee349d710a2e02,,,,,
35558,2008,EM-3294-TX,3294.0,TX,EM,2008-09-10T00:00:00Z,Hurricane,Hurricane Ike,0.0,0.0,1.0,0.0,2008-09-07T17:00:00Z,2008-09-26T00:00:00Z,2015-05-27T00:00:00Z,48453.0,99453.0,Travis (County),8146.0,,8a852d0baa3d4e8799c040f9f3aaef089a5b4a5f,2022-04-26T19:01:58Z,60c3b858a0ee349d710a2db3,,,,,
35557,2008,EM-3294-TX,3294.0,TX,EM,2008-09-10T00:00:00Z,Hurricane,Hurricane Ike,0.0,0.0,1.0,0.0,2008-09-07T17:00:00Z,2008-09-26T00:00:00Z,2015-05-27T00:00:00Z,48455.0,99455.0,Trinity (County),8146.0,,305aecba108fb128071666f97f1018f7542f6c5d,2022-04-26T19:01:58Z,60c3b858a0ee349d710a2dd8,,,,,
35556,2008,EM-3294-TX,3294.0,TX,EM,2008-09-10T00:00:00Z,Hurricane,Hurricane Ike,0.0,0.0,1.0,0.0,2008-09-07T17:00:00Z,2008-09-26T00:00:00Z,2015-05-27T00:00:00Z,48469.0,99469.0,Victoria (County),8146.0,,a38905cafbe73c33dd330b686b5f7eaab14881f1,2022-04-26T19:01:58Z,60c3b858a0ee349d710a2dcf,,,,,
35555,2008,EM-3294-TX,3294.0,TX,EM,2008-09-10T00:00:00Z,Hurricane,Hurricane Ike,0.0,0.0,1.0,0.0,2008-09-07T17:00:00Z,2008-09-26T00:00:00Z,2015-05-27T00:00:00Z,48407.0,99407.0,San Jacinto (County),8146.0,,bbec80adceeb783670194cf73737e1dcd9b6ee86,2022-04-26T19:01:58Z,60c3b858a0ee349d710a2da8,,,,,
35554,2008,EM-3294-TX,3294.0,TX,EM,2008-09-10T00:00:00Z,Hurricane,Hurricane Ike,0.0,0.0,1.0,0.0,2008-09-07T17:00:00Z,2008-09-26T00:00:00Z,2015-05-27T00:00:00Z,48489.0,99489.0,Willacy (County),8146.0,,14fdb79a35f9d95f270fdd1142aae1dc2b47ffd5,2022-04-26T19:01:58Z,60c3b858a0ee349d710a2dc7,,,,,
35553,2008,EM-3294-TX,3294.0,TX,EM,2008-09-10T00:00:00Z,Hurricane,Hurricane Ike,0.0,0.0,1.0,0.0,2008-09-07T17:00:00Z,2008-09-26T00:00:00Z,2015-05-27T00:00:00Z,48471.0,99471.0,Walker (County),8146.0,,0d086e7a07b01a30732ff12034a8b9a66240644a,2022-04-26T19:01:58Z,60c3b858a0ee349d710a2dc1,,,,,
35552,2008,EM-3294-TX,3294.0,TX,EM,2008-09-10T00:00:00Z,Hurricane,Hurricane Ike,0.0,0.0,1.0,0.0,2008-09-07T17:00:00Z,2008-09-26T00:00:00Z,2015-05-27T00:00:00Z,48409.0,99409.0,San Patricio (County),8146.0,,2f0b582520212d0219b520c30ef19b19302591ef,2022-04-26T19:01:58Z,60c3b858a0ee349d710a2db7,,,,,
35551,2008,EM-3294-TX,3294.0,TX,EM,2008-09-10T00:00:00Z,Hurricane,Hurricane Ike,0.0,0.0,1.0,0.0,2008-09-07T17:00:00Z,2008-09-26T00:00:00Z,2015-05-27T00:00:00Z,48497.0,99497.0,Wise (County),8146.0,,aadd019d634c57163f8745bcd85f708242397ae2,2022-04-26T19:01:58Z,60c3b858a0ee349d710a2dd4,,,,,
35550,2008,EM-3294-TX,3294.0,TX,EM,2008-09-10T00:00:00Z,Hurricane,Hurricane Ike,0.0,0.0,1.0,0.0,2008-09-07T17:00:00Z,2008-09-26T00:00:00Z,2015-05-27T00:00:00Z,48439.0,99439.0,Tarrant (County),8146.0,,cdc1a80c1d3e3581ba4ce371954ce948b3524084,2022-04-26T19:01:58Z,60c3b858a0ee349d710a2dad,,,,,
35549,2008,EM-3294-TX,3294.0,TX,EM,2008-09-10T00:00:00Z,Hurricane,Hurricane Ike,0.0,0.0,1.0,0.0,2008-09-07T17:00:00Z,2008-09-26T00:00:00Z,2015-05-27T00:00:00Z,48481.0,99481.0,Wharton (County),8146.0,,3c7ba6b3f4217b6665381667e39734637181f1c4,2022-04-26T19:01:58Z,60c3b858a0ee349d710a2dc5,,,,,
35548,2008,EM-3294-TX,3294.0,TX,EM,2008-09-10T00:00:00Z,Hurricane,Hurricane Ike,0.0,0.0,1.0,0.0,2008-09-07T17:00:00Z,2008-09-26T00:00:00Z,2015-05-27T00:00:00Z,48499.0,99499.0,Wood (County),8146.0,,449817b51d0eb2680e7afff8dc9d000ed91cd0d6,2022-04-26T19:01:58Z,60c3b858a0ee349d710a2dea,,,,,
35547,2008,EM-3294-TX,3294.0,TX,EM,2008-09-10T00:00:00Z,Hurricane,Hurricane Ike,0.0,0.0,1.0,0.0,2008-09-07T17:00:00Z,2008-09-26T00:00:00Z,2015-05-27T00:00:00Z,48491.0,99491.0,Williamson (County),8146.0,,0ecaae8f6387076b29207aa8ed874004132cc22d,2022-04-26T19:01:58Z,60c3b858a0ee349d710a2dca,,,,,
35546,2008,EM-3294-TX,3294.0,TX,EM,2008-09-10T00:00:00Z,Hurricane,Hurricane Ike,0.0,0.0,1.0,0.0,2008-09-07T17:00:00Z,2008-09-26T00:00:00Z,2015-05-27T00:00:00Z,48451.0,99451.0,Tom Green (County),8146.0,,c93ae1200c8812e9d483fd8cfabf3ece8a0dd48e,2022-04-26T19:01:58Z,60c3b858a0ee349d710a2ddd,,,,,
35545,2008,EM-3294-TX,3294.0,TX,EM,2008-09-10T00:00:00Z,Hurricane,Hurricane Ike,0.0,0.0,1.0,0.0,2008-09-07T17:00:00Z,2008-09-26T00:00:00Z,2015-05-27T00:00:00Z,48479.0,99479.0,Webb (County),8146.0,,4c50710fb1a1f0e42c70860a9dfc38962423eef8,2022-04-26T19:01:58Z,60c3b858a0ee349d710a2dcd,,,,,
35544,2008,EM-3294-TX,3294.0,TX,EM,2008-09-10T00:00:00Z,Hurricane,Hurricane Ike,0.0,0.0,1.0,0.0,2008-09-07T17:00:00Z,2008-09-26T00:00:00Z,2015-05-27T00:00:00Z,48427.0,99427.0,Starr (County),8146.0,,ab1bcde697a08cae61ef5473e7145cd6ac5ca4cd,2022-04-26T19:01:58Z,60c3b858a0ee349d710a2da0,,,,,
35559,2008,EM-3294-TX,3294.0,TX,EM,2008-09-10T00:00:00Z,Hurricane,Hurricane Ike,0.0,0.0,1.0,0.0,2008-09-07T17:00:00Z,2008-09-26T00:00:00Z,2015-05-27T00:00:00Z,48457.0,99457.0,Tyler (County),8146.0,,f3633f61885691675255ebefe1af0e4d9749b868,2022-04-26T19:01:58Z,60c3b858a0ee349d710a2df9,,,,,
35561,2008,EM-3294-TX,3294.0,TX,EM,2008-09-10T00:00:00Z,Hurricane,Hurricane Ike,0.0,0.0,1.0,0.0,2008-09-07T17:00:00Z,2008-09-26T00:00:00Z,2015-05-27T00:00:00Z,48473.0,99473.0,Waller (County),8146.0,,bfeb4718ef4df2c9aaae7b50e91ed69dce836dc2,2022-04-26T19:01:58Z,60c3b858a0ee349d710a2e0f,,,,,
35578,2008,DR-1791-TX,1791.0,TX,DR,2008-09-13T13:30:00Z,Hurricane,Hurricane Ike,0.0,0.0,1.0,1.0,2008-09-07T17:00:00Z,2008-10-02T00:00:00Z,,48041.0,99041.0,Brazos (County),8147.0,2009-02-20T00:00:00Z,959c40e945c038c3fd9459effd724d4617e2fc0e,2022-04-26T19:02:23Z,60c3b848a0ee349d71090b8e,,,,,
35577,2008,DR-1791-TX,1791.0,TX,DR,2008-09-13T13:30:00Z,Hurricane,Hurricane Ike,0.0,0.0,1.0,1.0,2008-09-07T17:00:00Z,2008-10-02T00:00:00Z,,48057.0,99057.0,Calhoun (County),8147.0,2009-02-20T00:00:00Z,3de8522db54c83f0d528cc4e46e9110b87b4af80,2022-04-26T19:02:23Z,60c3b848a0ee349d71090b96,,,,,
35576,2008,DR-1791-TX,1791.0,TX,DR,2008-09-13T13:30:00Z,Hurricane,Hurricane Ike,0.0,0.0,1.0,1.0,2008-09-07T17:00:00Z,2008-10-02T00:00:00Z,,48007.0,99007.0,Aransas (County),8147.0,2009-02-20T00:00:00Z,d736d0b52bd53dce2f56073be011e89a91a1eefc,2022-04-26T19:02:23Z,60c3b848a0ee349d71090b81,,,,,
35575,2008,DR-1791-TX,1791.0,TX,DR,2008-09-13T13:30:00Z,Hurricane,Hurricane Ike,0.0,0.0,1.0,1.0,2008-09-07T17:00:00Z,2008-10-02T00:00:00Z,,48001.0,99001.0,Anderson (County),8147.0,2009-02-20T00:00:00Z,5808e4a19dd02c08a7ec79c6b20bbb3efc1cb993,2022-04-26T19:02:23Z,60c3b848a0ee349d71090b79,,,,,
